# Text export 
# created by voodoo camera tracker - www.digilab.uni-hannover.de
# Creation date: Thu Aug 06 15:30:38 2020
# The camera (one line per frame) 
#
# Description of the CAHV camera model:
# -------------
# (Cx, Cy, Cz)    : CameraPosition [mm]
# (Ax, Ay, Az)    : RotationAxis2  [unit vector]
# (Hx, Hy, Hz)    : RotationAxis0 [pel] (including FocalLength, PixelSizeX, and Principal Point offset) 
# (Vx, Vy, Vz)    : RotationAxis1 [pel] (including FocalLength, PixelSizeY, and Principal Point offset) 
# (K3, K5)        : Radialdistortion;	K3 [1/(mm)^2]	K5 [1/(mm)^4]
# (sx, sy)        : PixelSize	[mm/pel]
# (Width, Height) : ImageSize	[pel]
# -------------
# (ppx, ppy)      : Principal Point offset [pel]
# f               : Focal Length [mm]
# fov             : Horizontal Field of View [degree] = (2*atan(0.5*Width*sx/f)*180/PI;
# (H0x, H0y, H0z) : RotationAxis0 [unit vector]
# (V0x, V0y, V0z) : RotationAxis1 [unit vector]
# -------------
# (x, y)          : image coordinates [pel]
# (X, Y, Z)       : 3D coordinates [mm]
# -------------
# Projection of 3D coordinates in the camera image:
#  [ x' ] =  [ Hx Hy Hz ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [ Vx Vy Vz ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [ Ax Ay Az ] [ 0 0 1 -Cz] [ Z ]
#                                      [ 1 ]
# or 
#  [ x' ] =  [f/sx 0    ppx] [ H0x H0y H0z ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [0    f/sy ppy] [ V0x V0y V0z ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [0    0    1  ] [ Ax  Ay  Az  ] [ 0 0 1 -Cz] [ Z ]
#                                                         [ 1 ]
# then x = x'/z' and y = y'/z' , if the origin of the image coordinates is in the center of the image
# or x = x'/z' + 0.5*(Width-1) and y = y'/z' + 0.5*(Height-1) , if the origin of the image coordinates is in the upper left corner
# -------------
# Cx Cy Cz Ax Ay Az Hx Hy Hz Vx Vy Vz K3 K5 sx sy Width Height ppx ppy f fov H0x H0y H0z V0x V0y V0z
#
#timeindex 0
-2.2918143154	2.6035435564	8.9333644437	-0.3309213612	0.2407546588	0.9124298587	672.1025147265	58.7152109163	228.2664431547	1.4748779080	734.7036209093	-193.3247244038	0.0000000000	0.0000000000	0.0106666667	0.0100000000	498	360	0.0000000000	-0.0000000000	7.5971444300	38.5397678164	0.9436563378	0.0824382883	0.3204943756	0.0019413583	0.9670786539	-0.2544702502	
#timeindex 1
-2.2846249617	2.5934663429	8.9170403770	-0.3307736570	0.2409504225	0.9124317409	672.1398984821	59.0109870992	228.0800202457	1.1866448470	734.6396160733	-193.5697839998	0.0000000000	0.0000000000	0.0106666667	0.0100000000	498	360	-0.0000000000	-0.0000000000	7.5971444300	38.5397678164	0.9437088259	0.0828535688	0.3202326310	0.0015619617	0.9669944054	-0.2547928183	
#timeindex 2
-2.2839924241	2.5876553177	8.9143121058	-0.3307782508	0.2409146024	0.9124395340	672.1385652849	58.8929002596	228.1144684604	1.3012224093	734.6571777373	-193.5023848102	0.0000000000	0.0000000000	0.0106666667	0.0100000000	498	360	0.0000000000	0.0000000000	7.5971444300	38.5397678164	0.9437069541	0.0826877706	0.3202809976	0.0017127783	0.9670175215	-0.2547041018	
#timeindex 3
-2.2843227252	2.5857724542	8.9169026856	-0.3308170833	0.2408559027	0.9124409524	672.1287694079	58.8303900824	228.1594571833	1.3592478486	734.6739846643	-193.4381648247	0.0000000000	0.0000000000	0.0106666667	0.0100000000	498	360	-0.0000000000	-0.0000000000	7.5971444300	38.5397678164	0.9436932003	0.0826000041	0.3203441634	0.0017891563	0.9670396442	-0.2546195700	
#timeindex 4
-2.2802918302	2.5823241258	8.9086942132	-0.3308196074	0.2407705595	0.9124625609	672.1281841779	58.8341053259	228.1602231972	1.3337025884	734.6897916304	-193.3782982123	0.0000000000	0.0000000000	0.0106666667	0.0100000000	498	360	0.0000000000	0.0000000000	7.5971444300	38.5397678164	0.9436923786	0.0826052204	0.3203452389	0.0017555314	0.9670604507	-0.2545407686	
#timeindex 5
